account_id,district_name,open_date,statement_frequency,num_customers,credit_cards,loan,loan_amount,loan_payments,loan_term,loan_status,loan_default,max_withdrawal,min_withdrawal,cc_payments,max_balance,min_balance
55,Strakonice,1996-02-19,monthly,1,0,F,NA,NA,NA,NA,NA,4629,15,65,23445,300
56,Svitavy,1994-05-16,monthly,1,0,F,NA,NA,NA,NA,NA,29600,15,118,78757,900
57,Hl.m. Praha,1995-05-21,monthly,1,0,F,NA,NA,NA,NA,NA,31962,15,87,77726,700
58,Rokycany,1996-08-23,monthly,1,0,F,NA,NA,NA,NA,NA,14250,1,54,28954,-2204
59,Hradec Kralove,1994-03-27,monthly,1,0,F,NA,NA,NA,NA,NA,22880,15,123,89720,600
61,Karvina,1993-12-11,monthly,2,0,F,NA,NA,NA,NA,NA,5850,15,117,31765,700
62,Pardubice,1993-03-28,monthly,1,0,F,NA,NA,NA,NA,NA,7600,15,135,36366,1100
63,Domazlice,1996-11-16,monthly,2,0,F,NA,NA,NA,NA,NA,11650,15,47,37303,600
64,Zlin,1997-03-11,monthly,1,0,F,NA,NA,NA,NA,NA,34850,59,30,79559,200
65,Liberec,1996-10-29,monthly,1,1,F,NA,NA,NA,NA,NA,36885,10,53,85379,600
67,Jindrichuv Hradec,1994-10-19,monthly,1,0,T,165960,6915,24,expired,F,62235,15,102,134939,700
69,Zlin,1996-01-12,monthly,1,0,F,NA,NA,NA,NA,NA,43725,6,123,71708,600
70,Mlada Boleslav,1995-02-18,monthly,2,0,F,NA,NA,NA,NA,NA,20320,15,101,60184,500
71,Hl.m. Praha,1994-03-05,monthly,2,1,F,NA,NA,NA,NA,NA,39520,15,118,94860,700
73,Olomouc,1993-11-08,monthly,1,1,F,NA,NA,NA,NA,NA,44160,15,128,89175,400
75,Hl.m. Praha,1995-08-13,monthly,1,0,F,NA,NA,NA,NA,NA,20300,15,82,49848,700
76,Usti nad Orlici,1996-05-16,monthly,1,0,F,NA,NA,NA,NA,NA,22400,15,73,49609,200
77,Vyskov,1996-11-19,monthly,1,0,F,NA,NA,NA,NA,NA,36200,15,52,56325,400
78,Ostrava - mesto,1993-07-07,monthly,1,0,F,NA,NA,NA,NA,NA,26217,15,137,78733,400
79,Beroun,1996-11-29,monthly,1,0,F,NA,NA,NA,NA,NA,4182,15,47,27474,600
80,Hradec Kralove,1995-09-27,monthly,2,0,F,NA,NA,NA,NA,NA,5250,3,75,28082,900
81,Ostrava - mesto,1996-07-18,monthly,1,0,F,NA,NA,NA,NA,NA,9300,15,74,39080,1000
82,Plzen - mesto,1994-05-03,monthly,1,0,F,NA,NA,NA,NA,NA,61100,15,144,161574,300
83,Plzen - mesto,1993-04-16,monthly,2,0,F,NA,NA,NA,NA,NA,14080,15,147,42435,500
85,Frydek - Mistek,1997-03-23,monthly,1,0,F,NA,NA,NA,NA,NA,8945,15,54,59467,400
86,Brno - mesto,1993-03-07,monthly,2,0,F,NA,NA,NA,NA,NA,8880,11,141,28700,800
88,Tachov,1996-07-03,monthly,1,0,F,NA,NA,NA,NA,NA,3403,13,61,27174,300
89,Frydek - Mistek,1997-09-25,monthly,1,0,F,NA,NA,NA,NA,NA,12000,15,33,39075,600
90,Hl.m. Praha,1994-07-13,monthly,1,0,F,NA,NA,NA,NA,NA,36459,15,110,74107,500
91,Pelhrimov,1996-11-06,monthly,1,0,F,NA,NA,NA,NA,NA,45770,1,42,77111,-4188
93,Benesov,1996-06-12,monthly,1,0,F,NA,NA,NA,NA,NA,24400,15,66,38377,500
95,Hl.m. Praha,1995-03-30,monthly,2,1,F,NA,NA,NA,NA,NA,35890,7,92,97808,200
96,Frydek - Mistek,1993-02-18,monthly,2,1,F,NA,NA,NA,NA,NA,67500,15,146,156580,1100
97,Ostrava - mesto,1996-05-05,monthly,2,1,T,102876,8573,12,expired,F,26892,3,67,67288,900
98,Brno - venkov,1997-05-02,monthly,2,0,F,NA,NA,NA,NA,NA,7700,15,41,25586,1100
99,Hl.m. Praha,1995-06-27,monthly,1,0,F,NA,NA,NA,NA,NA,64900,7,93,122885,600
100,Usti nad Labem,1993-12-28,monthly,1,0,F,NA,NA,NA,NA,NA,35040,12,145,84377,600
101,Jablonec n. Nisou,1996-04-16,monthly,1,0,F,NA,NA,NA,NA,NA,46240,15,71,81423,1000
102,Praha - zapad,1993-10-16,monthly,1,0,F,NA,NA,NA,NA,NA,48218,0,118,96777,-7104
103,Chrudim,1996-03-10,monthly,1,0,T,265320,7370,36,current,T,62700,4,84,124758,-1140
104,Litomerice,1993-04-15,monthly,2,0,F,NA,NA,NA,NA,NA,8700,15,133,31741,500
105,Tabor,1997-07-10,monthly,1,1,T,352704,7348,48,current,F,49101,15,30,74694,800
106,Vyskov,1994-11-27,monthly,1,1,F,NA,NA,NA,NA,NA,26648,15,99,76991,500
107,Zlin,1993-11-05,monthly,1,0,F,NA,NA,NA,NA,NA,10600,15,152,50612,1000
108,Blansko,1995-03-10,monthly,1,1,F,NA,NA,NA,NA,NA,34720,15,94,88609,800
109,Blansko,1997-04-20,monthly,1,1,F,NA,NA,NA,NA,NA,16920,15,70,53624,1100
110,Liberec,1996-07-17,monthly,1,1,T,162576,4516,36,current,F,44480,15,61,79652,900
112,Kutna Hora,1993-03-12,monthly,2,0,F,NA,NA,NA,NA,NA,38500,15,141,52895,200
113,Brno - venkov,1996-07-22,monthly,1,0,F,NA,NA,NA,NA,NA,6800,15,55,32697,600
114,Prostejov,1997-03-14,monthly,1,0,F,NA,NA,NA,NA,NA,6000,15,39,27332,500
115,Frydek - Mistek,1993-03-19,monthly,1,1,F,NA,NA,NA,NA,NA,11498,15,158,52047,800
116,Mlada Boleslav,1996-03-21,monthly,2,0,F,NA,NA,NA,NA,NA,34685,15,68,77466,800
117,Tachov,1993-09-05,monthly,1,0,F,NA,NA,NA,NA,NA,11200,15,129,32382,900
118,Frydek - Mistek,1997-09-18,monthly,1,0,F,NA,NA,NA,NA,NA,10900,15,37,40532,600
119,Plzen - jih,1993-05-25,monthly,1,0,F,NA,NA,NA,NA,NA,32288,15,135,70508,800
121,Brno - venkov,1997-10-11,monthly,1,0,F,NA,NA,NA,NA,NA,13100,9,39,37504,200
122,Tachov,1996-10-30,monthly,1,1,F,NA,NA,NA,NA,NA,33903,6,53,86062,900
123,Tabor,1993-03-13,monthly,2,0,F,NA,NA,NA,NA,NA,4843,15,135,27494,200
124,Brno - venkov,1997-12-28,monthly,1,0,F,NA,NA,NA,NA,NA,10600,10,29,26468,800
126,Kolin,1993-10-23,monthly,1,0,F,NA,NA,NA,NA,NA,49750,15,140,118219,200
127,Rokycany,1994-02-02,monthly,1,0,F,NA,NA,NA,NA,NA,6400,10,119,23673,600
128,Benesov,1993-02-19,monthly,1,1,F,NA,NA,NA,NA,NA,38879,15,208,86413,300
129,Ostrava - mesto,1997-10-01,monthly,2,0,F,NA,NA,NA,NA,NA,7200,15,31,29052,600
130,Brno - mesto,1997-02-12,monthly,1,0,F,NA,NA,NA,NA,NA,7350,15,42,35067,300
131,Usti nad Orlici,1995-06-13,monthly,1,0,F,NA,NA,NA,NA,NA,33000,15,90,48212,5496
134,Chomutov,1997-12-10,monthly,1,1,F,NA,NA,NA,NA,NA,14446,15,27,47697,300
135,Prerov,1993-06-15,monthly,1,0,F,NA,NA,NA,NA,NA,24700,15,161,75906,700
136,Ostrava - mesto,1996-05-14,monthly,1,0,F,NA,NA,NA,NA,NA,8100,15,60,32170,600
137,Karvina,1996-07-19,monthly,1,0,F,NA,NA,NA,NA,NA,36000,15,59,81958,900
138,Domazlice,1995-09-19,monthly,2,0,F,NA,NA,NA,NA,NA,11200,100,15,21200,1100
140,Karlovy Vary,1996-06-25,monthly,1,0,F,NA,NA,NA,NA,NA,48742,15,42,84824,300
141,Louny,1996-03-06,monthly,2,0,F,NA,NA,NA,NA,NA,45248,15,69,89665,900
142,Trutnov,1993-02-15,monthly,2,0,F,NA,NA,NA,NA,NA,6200,15,137,30167,900
143,Tabor,1996-11-27,monthly,1,0,F,NA,NA,NA,NA,NA,4924,15,47,27564,500
145,Tachov,1996-01-03,monthly,1,0,F,NA,NA,NA,NA,NA,28900,15,94,68969,1100
146,Kladno,1993-09-02,monthly,1,0,F,NA,NA,NA,NA,NA,11050,15,129,38814,500
148,Mlada Boleslav,1993-06-21,monthly,1,0,F,NA,NA,NA,NA,NA,3468,3,129,27206,500
149,Hradec Kralove,1997-11-16,monthly,1,0,F,NA,NA,NA,NA,NA,21200,1,44,58484,300
150,Opava,1995-03-16,monthly,1,0,F,NA,NA,NA,NA,NA,46079,6,130,98752,1900
151,Sumperk,1993-09-06,monthly,2,0,F,NA,NA,NA,NA,NA,10700,15,147,34425,1000
152,Hl.m. Praha,1996-04-12,monthly,2,0,F,NA,NA,NA,NA,NA,9900,15,76,35746,1100
153,Vsetin,1993-09-19,monthly,1,0,F,NA,NA,NA,NA,NA,20595,15,129,53039,400
154,Nachod,1994-06-21,monthly,1,0,F,NA,NA,NA,NA,NA,21114,15,111,96137,900
155,Jihlava,1995-11-07,monthly,1,0,F,NA,NA,NA,NA,NA,14560,12,95,38532,300
156,Zlin,1997-10-22,monthly,1,0,F,NA,NA,NA,NA,NA,8430,3,25,21707,1000
157,Praha - zapad,1997-03-28,monthly,1,0,F,NA,NA,NA,NA,NA,6918,15,40,39576,200
158,Litomerice,1995-03-15,monthly,2,0,F,NA,NA,NA,NA,NA,36822,15,91,83034,700
159,Karvina,1997-02-11,monthly,1,1,F,NA,NA,NA,NA,NA,33081,15,46,103034,800
160,Cheb,1993-09-04,monthly,1,0,F,NA,NA,NA,NA,NA,57100,15,152,113217,400
161,Plzen - sever,1994-07-04,monthly,1,0,F,NA,NA,NA,NA,NA,14450,15,109,29469,900
162,Prostejov,1993-08-25,monthly,2,0,F,NA,NA,NA,NA,NA,13900,15,125,40827,200
163,Sokolov,1993-01-27,monthly,1,0,F,NA,NA,NA,NA,NA,9050,11,141,43752,900
164,Prostejov,1996-09-13,monthly,1,0,F,NA,NA,NA,NA,NA,47058,6,32,67994,200
165,Klatovy,1993-06-01,monthly,2,0,F,NA,NA,NA,NA,NA,14650,15,135,62489,1000
166,Pelhrimov,1996-08-20,monthly,1,0,F,NA,NA,NA,NA,NA,4566,15,53,31842,800
168,Tachov,1993-04-27,monthly,2,0,F,NA,NA,NA,NA,NA,8100,15,133,24794,500
169,Kladno,1995-09-28,monthly,1,0,F,NA,NA,NA,NA,NA,19188,11,82,78256,500
170,Kromeriz,1996-07-02,monthly,1,0,F,NA,NA,NA,NA,NA,25599,15,62,79183,1000
171,Nachod,1996-06-08,monthly,1,0,F,NA,NA,NA,NA,NA,6700,15,63,33192,500
172,Rakovnik,1993-08-30,monthly,2,1,F,NA,NA,NA,NA,NA,46720,7,131,78889,700
173,Zdar nad Sazavou,1993-11-26,monthly,2,0,T,104808,8734,12,expired,F,25970,15,156,87882,500
174,Usti nad Orlici,1996-09-04,monthly,1,0,F,NA,NA,NA,NA,NA,3400,14,57,21345,900
177,Hl.m. Praha,1997-09-26,monthly,1,0,F,NA,NA,NA,NA,NA,29175,15,32,75171,800
178,Kromeriz,1997-09-06,monthly,1,0,F,NA,NA,NA,NA,NA,2981,10,33,18082,1000
181,Tabor,1996-06-11,monthly,1,1,F,NA,NA,NA,NA,NA,16158,15,65,52501,200
182,Pardubice,1996-08-24,monthly,1,0,F,NA,NA,NA,NA,NA,10700,200,6,16900,200
183,Hradec Kralove,1993-12-12,monthly,1,0,F,NA,NA,NA,NA,NA,21963,15,125,63967,200
184,Vsetin,1996-02-21,monthly,1,0,F,NA,NA,NA,NA,NA,29546,15,70,86912,600
185,Ceska Lipa,1997-07-04,monthly,1,1,F,NA,NA,NA,NA,NA,28846,15,37,79865,1000
187,Kolin,1993-03-28,monthly,1,0,F,NA,NA,NA,NA,NA,4200,15,135,26365,200
188,Brno - mesto,1993-04-20,monthly,1,0,F,NA,NA,NA,NA,NA,29120,15,139,100010,700
189,Sumperk,1997-04-16,monthly,1,0,F,NA,NA,NA,NA,NA,31530,15,42,76341,700
190,Ostrava - mesto,1995-03-02,monthly,1,0,F,NA,NA,NA,NA,NA,26334,15,97,69474,500
191,Usti nad Labem,1997-03-17,monthly,1,1,F,NA,NA,NA,NA,NA,66314,15,43,126097,600
192,Brno - venkov,1993-01-08,monthly,1,0,F,NA,NA,NA,NA,NA,13450,15,139,39284,300
193,Jesenik,1996-12-22,monthly,2,0,F,NA,NA,NA,NA,NA,15999,15,52,39963,300
194,Chrudim,1996-08-01,monthly,1,0,F,NA,NA,NA,NA,NA,11000,15,72,38894,400
195,Karvina,1997-02-27,monthly,2,1,F,NA,NA,NA,NA,NA,21924,7,46,56940,600
196,Kladno,1993-11-14,monthly,1,1,F,NA,NA,NA,NA,NA,29700,15,137,86238,400
197,Hl.m. Praha,1993-02-25,monthly,1,0,F,NA,NA,NA,NA,NA,43040,15,144,76344,800
198,Karvina,1993-10-25,monthly,1,0,F,NA,NA,NA,NA,NA,12450,15,121,30570,900
199,Karvina,1996-10-26,monthly,1,0,F,NA,NA,NA,NA,NA,2977,15,49,29612,700
200,Pelhrimov,1994-07-03,monthly,1,1,F,NA,NA,NA,NA,NA,47200,15,114,125341,900
201,Vyskov,1994-11-02,monthly,1,0,F,NA,NA,NA,NA,NA,23752,15,104,62199,600
204,Bruntal,1996-01-13,monthly,1,0,F,NA,NA,NA,NA,NA,2926,15,67,27125,600
205,Hl.m. Praha,1997-10-08,monthly,1,0,F,NA,NA,NA,NA,NA,10400,15,37,45527,1000
206,Trebic,1995-04-08,monthly,2,0,F,NA,NA,NA,NA,NA,10600,15,119,42635,1100
207,Benesov,1993-07-25,monthly,1,0,F,NA,NA,NA,NA,NA,9300,10,155,36471,900
208,Brno - mesto,1996-03-27,monthly,1,0,F,NA,NA,NA,NA,NA,22494,12,71,61131,700
209,Litomerice,1996-11-24,monthly,1,0,F,NA,NA,NA,NA,NA,12200,15,65,45817,900
210,Rychnov nad Kneznou,1996-03-17,monthly,1,0,F,NA,NA,NA,NA,NA,25120,15,69,56027,1000
211,Plzen - sever,1997-07-19,monthly,1,1,F,NA,NA,NA,NA,NA,59600,15,46,151101,800
213,Opava,1995-08-29,monthly,1,1,F,NA,NA,NA,NA,NA,36408,10,81,87659,1000
214,Domazlice,1997-03-09,monthly,2,0,F,NA,NA,NA,NA,NA,3146,15,39,17518,500
215,Tachov,1997-11-25,monthly,2,0,F,NA,NA,NA,NA,NA,4590,15,23,19113,1000
216,Louny,1994-05-16,monthly,1,0,F,NA,NA,NA,NA,NA,8600,15,108,36351,500
217,Vsetin,1995-01-20,monthly,1,0,F,NA,NA,NA,NA,NA,19700,15,97,48581,800
218,Frydek - Mistek,1996-02-06,monthly,1,0,F,NA,NA,NA,NA,NA,59800,0,104,146909,-2172
219,Plzen - sever,1995-09-06,monthly,1,1,F,NA,NA,NA,NA,NA,26649,15,80,81085,500
220,Olomouc,1993-04-09,monthly,1,0,F,NA,NA,NA,NA,NA,7850,15,133,36356,400
221,Prachatice,1996-10-30,monthly,1,0,F,NA,NA,NA,NA,NA,32151,7,54,69998,300
222,Litomerice,1993-03-15,monthly,1,1,F,NA,NA,NA,NA,NA,51614,15,140,106492,500
223,Most,1995-06-13,monthly,1,1,F,NA,NA,NA,NA,NA,46867,15,64,76631,800
224,Cesky Krumlov,1996-10-27,monthly,1,0,F,NA,NA,NA,NA,NA,9350,15,50,28997,1100
225,Hl.m. Praha,1993-07-28,monthly,2,0,F,NA,NA,NA,NA,NA,27520,2,179,92940,1000
226,Karvina,1997-02-23,monthly,1,1,T,109344,9112,12,current,F,28588,15,55,80433,1000
227,Plzen - jih,1995-03-28,monthly,1,1,F,NA,NA,NA,NA,NA,67038,15,91,119200,700
228,Kolin,1993-09-28,monthly,1,0,F,NA,NA,NA,NA,NA,53500,12,129,81057,800
229,Hl.m. Praha,1997-06-07,monthly,1,0,F,NA,NA,NA,NA,NA,5492,15,39,32493,1100
230,Hl.m. Praha,1996-02-26,monthly,2,0,F,NA,NA,NA,NA,NA,26240,14,70,66172,600
231,Domazlice,1995-04-03,monthly,2,0,F,NA,NA,NA,NA,NA,3110,11,91,21913,900
232,Jicin,1997-11-29,monthly,1,1,F,NA,NA,NA,NA,NA,46720,12,28,84657,700
234,Opava,1993-07-15,monthly,2,0,F,NA,NA,NA,NA,NA,11000,15,127,29550,500
235,Usti nad Labem,1993-10-06,monthly,1,0,F,NA,NA,NA,NA,NA,5070,13,127,30633,1000
236,Olomouc,1996-03-16,monthly,2,0,F,NA,NA,NA,NA,NA,12800,300,11,24700,900
237,Svitavy,1994-03-25,monthly,1,0,F,NA,NA,NA,NA,NA,6200,2,111,19487,900
238,Kutna Hora,1993-08-15,monthly,1,0,F,NA,NA,NA,NA,NA,3351,15,125,21972,500
240,Olomouc,1997-04-28,monthly,2,0,F,NA,NA,NA,NA,NA,33858,13,42,67915,300
241,Cesky Krumlov,1996-09-29,monthly,1,0,F,NA,NA,NA,NA,NA,10300,6,69,41009,500
242,Jesenik,1996-08-29,monthly,1,0,F,NA,NA,NA,NA,NA,47520,11,58,72333,500
244,Karlovy Vary,1993-02-08,monthly,1,1,F,NA,NA,NA,NA,NA,10100,15,175,62976,800
245,Znojmo,1993-11-25,monthly,1,0,F,NA,NA,NA,NA,NA,62800,0,148,135093,-1211
246,Znojmo,1997-12-20,monthly,2,0,F,NA,NA,NA,NA,NA,7500,15,23,19310,700
248,Hl.m. Praha,1995-04-02,monthly,1,0,F,NA,NA,NA,NA,NA,37274,15,91,74703,700
249,Plzen - sever,1996-12-03,monthly,1,0,F,NA,NA,NA,NA,NA,26390,15,52,64867,600
250,Breclav,1997-05-10,monthly,1,0,F,NA,NA,NA,NA,NA,15200,15,46,52311,500
251,Ostrava - mesto,1996-04-06,monthly,1,0,F,NA,NA,NA,NA,NA,13600,15,74,61297,900
252,Prachatice,1996-12-26,monthly,1,0,F,NA,NA,NA,NA,NA,6600,15,45,52630,1000
253,Nachod,1995-12-05,monthly,1,1,F,NA,NA,NA,NA,NA,47680,2,75,106815,-1213
255,Frydek - Mistek,1996-11-03,monthly,1,0,F,NA,NA,NA,NA,NA,57250,15,53,101534,900
256,Litomerice,1995-05-14,monthly,1,1,F,NA,NA,NA,NA,NA,34200,15,87,76527,1100
257,Praha - zapad,1995-11-05,monthly,1,0,F,NA,NA,NA,NA,NA,64500,15,83,136264,900
258,Zlin,1997-07-09,monthly,1,0,F,NA,NA,NA,NA,NA,6177,15,37,38349,900
259,Benesov,1993-10-28,monthly,1,0,F,NA,NA,NA,NA,NA,14650,15,122,37228,600
260,Karlovy Vary,1995-10-14,monthly,2,0,F,NA,NA,NA,NA,NA,19200,15,92,56754,600
261,Brno - mesto,1996-10-07,monthly,1,0,F,NA,NA,NA,NA,NA,9800,11,57,26402,200
262,Prerov,1996-01-27,monthly,1,0,F,NA,NA,NA,NA,NA,9800,200,11,23400,200
264,Cesky Krumlov,1996-02-09,monthly,1,0,F,NA,NA,NA,NA,NA,19520,14,92,44212,900
265,Prachatice,1996-07-05,monthly,2,0,F,NA,NA,NA,NA,NA,8300,15,61,28571,600
266,Pardubice,1994-05-11,monthly,1,1,F,NA,NA,NA,NA,NA,74628,15,114,137653,400
267,Louny,1995-04-26,monthly,2,0,F,NA,NA,NA,NA,NA,4847,15,85,30016,500
268,Beroun,1996-05-29,monthly,1,0,F,NA,NA,NA,NA,NA,49695,15,65,124186,500
269,Beroun,1996-08-30,monthly,1,0,F,NA,NA,NA,NA,NA,12000,4,72,43387,700
270,Plzen - jih,1995-01-23,monthly,2,1,F,NA,NA,NA,NA,NA,36960,15,96,116900,1100
271,Hl.m. Praha,1996-08-13,monthly,1,0,F,NA,NA,NA,NA,NA,12500,15,59,62743,400
272,Praha - zapad,1996-10-23,monthly,1,0,F,NA,NA,NA,NA,NA,34700,15,53,57855,1100
274,Sumperk,1993-08-20,monthly,1,0,F,NA,NA,NA,NA,NA,30597,15,132,68094,300
275,Rokycany,1996-01-02,monthly,1,0,F,NA,NA,NA,NA,NA,3390,12,73,22668,800
276,Louny,1997-12-08,monthly,1,1,T,160920,4470,36,current,F,40234,15,27,74906,700
278,Opava,1996-04-08,monthly,1,1,F,NA,NA,NA,NA,NA,31124,15,67,97478,700
279,Most,1993-04-14,monthly,2,0,F,NA,NA,NA,NA,NA,3300,15,133,32821,400
280,Klatovy,1993-01-23,monthly,1,0,F,NA,NA,NA,NA,NA,18065,15,159,69718,300
281,Hl.m. Praha,1996-10-27,monthly,2,1,F,NA,NA,NA,NA,NA,36320,13,70,72297,900
282,Jesenik,1997-05-12,monthly,2,0,F,NA,NA,NA,NA,NA,30992,15,39,69350,200
283,Chrudim,1996-04-18,monthly,1,0,F,NA,NA,NA,NA,NA,6950,4,61,30907,800
284,Brno - mesto,1997-07-18,monthly,1,0,F,NA,NA,NA,NA,NA,29128,15,39,66377,900
285,Pelhrimov,1995-05-08,monthly,2,0,F,NA,NA,NA,NA,NA,45120,15,91,105299,600
286,Novy Jicin,1996-03-27,monthly,2,1,F,NA,NA,NA,NA,NA,35096,15,68,74623,300
287,Jindrichuv Hradec,1993-10-27,monthly,1,0,F,NA,NA,NA,NA,NA,6300,15,121,27025,600
288,Klatovy,1995-03-18,monthly,1,0,F,NA,NA,NA,NA,NA,5315,15,87,37478,900
289,Hl.m. Praha,1994-03-17,monthly,1,0,F,NA,NA,NA,NA,NA,26172,15,117,69171,300
290,Breclav,1993-12-02,monthly,1,0,T,123696,2577,48,expired,F,60000,15,160,144053,300
291,Melnik,1997-06-08,monthly,1,0,F,NA,NA,NA,NA,NA,63200,15,67,168515,7419
292,Semily,1997-02-26,monthly,2,0,F,NA,NA,NA,NA,NA,16300,9,43,29120,400
293,Hl.m. Praha,1997-05-04,monthly,2,0,F,NA,NA,NA,NA,NA,16155,15,43,50469,600
294,Melnik,1997-01-05,monthly,1,1,F,NA,NA,NA,NA,NA,22935,15,49,79589,700
295,Zdar nad Sazavou,1997-11-23,monthly,1,0,F,NA,NA,NA,NA,NA,31446,15,27,64950,200
296,Semily,1996-02-14,monthly,1,0,F,NA,NA,NA,NA,NA,11200,15,75,24955,300
297,Ostrava - mesto,1996-09-08,monthly,1,0,F,NA,NA,NA,NA,NA,46581,4,99,65624,200
298,Jablonec n. Nisou,1997-12-02,monthly,2,0,F,NA,NA,NA,NA,NA,39680,15,30,46829,1100
